zona,data,faixa_horaria,tipo_ocorrencia,clima,evento_especial,denuncias_app_ultimas_24h,anomalias_cameras_ultimas_24h,risco_ocorrencia,volume_estimado
Lago Sul,2025-06-29,12-18h,Todos,Chuva,Sim,7,6,4,2
Recanto das Emas,2025-07-16,00-06h,Furto,Céu limpo,Não,20,5,40,5
Plano Piloto,2025-07-11,06-12h,Todos,Chuva,Não,4,2,52,1
Brazlândia,2025-07-06,00-06h,Roubo,Nublado,Não,4,4,8,5
Santa Maria,2025-07-10,18-23h,Todos,Nublado,Sim,9,11,91,5
Riacho Fundo II,2025-07-02,18-23h,Todos,Chuva,Sim,1,4,92,4
Recanto das Emas,2025-07-09,12-18h,Vandalismo,Chuva,Sim,8,14,28,2
Varjão,2025-06-21,06-12h,Vandalismo,Nublado,Sim,23,0,29,5
Gama,2025-07-14,06-12h,Roubo,Céu limpo,Sim,15,2,34,7
Asa Norte,2025-07-13,06-12h,Roubo,Céu limpo,Não,23,9,27,1
São Sebastião,2025-06-29,00-06h,Furto,Céu limpo,Sim,14,10,79,10
Planaltina,2025-07-12,18-23h,Roubo,Céu limpo,Sim,25,1,85,10
Park Way,2025-07-04,00-06h,Vandalismo,Nublado,Sim,3,14,69,8
Taguatinga,2025-07-17,00-06h,Vandalismo,Chuva,Não,5,10,42,7
Asa Norte,2025-07-21,06-12h,Furto,Chuva,Não,26,1,68,5
Itapoã,2025-06-23,06-12h,Todos,Céu limpo,Sim,9,4,28,6
SIA,2025-07-15,12-18h,Furto,Chuva,Não,11,12,35,6
Jardim Botânico,2025-06-25,06-12h,Furto,Chuva,Sim,19,10,50,6
Sol Nascente/Pôr do Sol,2025-07-10,06-12h,Furto,Céu limpo,Sim,23,2,49,0
Asa Sul,2025-07-16,12-18h,Todos,Chuva,Não,0,0,29,7
Gama,2025-07-12,12-18h,Todos,Nublado,Sim,22,6,34,0
Asa Norte,2025-07-14,12-18h,Furto,Céu limpo,Não,14,11,68,0
Samambaia,2025-07-11,12-18h,Roubo,Nublado,Não,16,4,3,8
Núcleo Bandeirante,2025-07-18,18-23h,Roubo,Chuva,Não,11,11,10,2
Vicente Pires,2025-06-24,06-12h,Vandalismo,Nublado,Não,21,12,16,0
Asa Norte,2025-07-08,12-18h,Todos,Céu limpo,Não,13,11,69,0
Taguatinga,2025-07-18,06-12h,Furto,Céu limpo,Não,9,8,50,2
Guará,2025-07-12,12-18h,Vandalismo,Chuva,Sim,4,7,56,1
Candangolândia,2025-07-13,00-06h,Vandalismo,Chuva,Sim,20,14,82,2
Riacho Fundo II,2025-06-30,06-12h,Furto,Céu limpo,Não,4,12,87,3
Guará,2025-06-22,12-18h,Furto,Nublado,Sim,3,11,22,0
Planaltina,2025-07-21,00-06h,Roubo,Nublado,Sim,30,2,19,2
São Sebastião,2025-07-21,12-18h,Furto,Nublado,Sim,2,15,44,10
Asa Sul,2025-06-23,00-06h,Roubo,Chuva,Sim,3,8,83,10
Riacho Fundo,2025-07-07,00-06h,Furto,Nublado,Sim,22,3,28,2
Sol Nascente/Pôr do Sol,2025-07-15,12-18h,Vandalismo,Nublado,Sim,25,15,74,7
Sol Nascente/Pôr do Sol,2025-07-17,12-18h,Roubo,Nublado,Sim,20,2,73,5
Taguatinga,2025-07-21,06-12h,Todos,Céu limpo,Sim,26,8,40,9
Lago Sul,2025-07-14,18-23h,Vandalismo,Céu limpo,Sim,15,1,88,0
SCIA/Estrutural,2025-07-20,18-23h,Todos,Chuva,Sim,16,5,4,8
Fercal,2025-06-22,18-23h,Vandalismo,Céu limpo,Sim,27,2,49,10
Asa Sul,2025-06-26,18-23h,Roubo,Chuva,Não,3,4,70,0
Sobradinho,2025-07-06,18-23h,Roubo,Chuva,Não,1,10,50,9
Cruzeiro,2025-07-05,12-18h,Todos,Céu limpo,Não,17,10,12,10
Asa Sul,2025-07-02,06-12h,Vandalismo,Nublado,Não,6,12,60,10
Taguatinga,2025-07-01,00-06h,Vandalismo,Chuva,Não,21,1,100,7
Fercal,2025-07-06,18-23h,Todos,Nublado,Sim,11,9,79,5
Jardim Botânico,2025-07-19,18-23h,Vandalismo,Chuva,Não,17,12,5,7
Santa Maria,2025-07-03,00-06h,Todos,Céu limpo,Sim,7,15,15,5
Sol Nascente/Pôr do Sol,2025-07-02,00-06h,Roubo,Chuva,Não,18,5,100,4
Plano Piloto,2025-06-24,00-06h,Todos,Nublado,Não,16,10,22,8
Park Way,2025-07-08,12-18h,Todos,Céu limpo,Não,20,11,16,8
Guará,2025-07-15,00-06h,Todos,Céu limpo,Não,18,1,62,3
Jardim Botânico,2025-07-14,12-18h,Vandalismo,Chuva,Sim,22,2,6,8
Brazlândia,2025-06-23,18-23h,Furto,Chuva,Não,11,8,94,4
Brazlândia,2025-07-13,18-23h,Todos,Céu limpo,Não,11,7,91,1
Jardim Botânico,2025-07-04,18-23h,Roubo,Chuva,Não,9,7,83,2
Taguatinga,2025-07-15,18-23h,Vandalismo,Nublado,Não,16,9,91,6
Arniqueira,2025-07-11,18-23h,Furto,Nublado,Não,26,8,8,5
Park Way,2025-07-12,18-23h,Todos,Céu limpo,Sim,20,1,18,7
Riacho Fundo,2025-07-08,00-06h,Roubo,Céu limpo,Sim,22,3,19,0
Brazlândia,2025-07-07,12-18h,Vandalismo,Chuva,Não,23,0,53,6
Gama,2025-07-06,00-06h,Todos,Chuva,Sim,7,15,68,9
Sudoeste/Octogonal,2025-06-26,12-18h,Vandalismo,Céu limpo,Não,19,5,85,9
Varjão,2025-06-29,12-18h,Todos,Nublado,Não,20,11,13,5
Park Way,2025-07-17,00-06h,Vandalismo,Céu limpo,Não,27,4,47,3
Vicente Pires,2025-07-21,06-12h,Furto,Chuva,Sim,2,2,34,8
Ceilândia,2025-07-03,00-06h,Roubo,Céu limpo,Não,4,13,73,6
Riacho Fundo II,2025-07-09,18-23h,Roubo,Chuva,Sim,19,12,85,4
Riacho Fundo II,2025-06-21,00-06h,Todos,Nublado,Sim,10,8,99,4
Santa Maria,2025-07-01,18-23h,Todos,Nublado,Não,9,7,50,0
Jardim Botânico,2025-07-02,00-06h,Furto,Nublado,Não,9,5,63,4
Sol Nascente/Pôr do Sol,2025-07-08,18-23h,Roubo,Céu limpo,Não,0,9,78,1
Águas Claras,2025-07-02,06-12h,Todos,Nublado,Não,11,15,33,4
SCIA/Estrutural,2025-07-07,18-23h,Roubo,Céu limpo,Não,5,14,68,10
Ceilândia,2025-06-27,18-23h,Vandalismo,Chuva,Sim,11,6,45,3
Brazlândia,2025-07-21,00-06h,Roubo,Nublado,Sim,19,13,66,5
Cruzeiro,2025-06-24,06-12h,Roubo,Céu limpo,Sim,30,2,15,5
Itapoã,2025-07-09,06-12h,Roubo,Nublado,Não,19,0,23,1
Asa Sul,2025-06-25,06-12h,Vandalismo,Chuva,Não,25,12,52,5
Park Way,2025-06-21,18-23h,Vandalismo,Céu limpo,Não,24,5,16,7
Guará,2025-07-12,00-06h,Vandalismo,Céu limpo,Sim,8,5,72,10
Candangolândia,2025-06-26,00-06h,Vandalismo,Chuva,Sim,6,13,55,3
Asa Norte,2025-06-25,12-18h,Roubo,Chuva,Sim,11,8,50,2
Asa Sul,2025-07-04,00-06h,Todos,Céu limpo,Sim,30,15,86,6
Plano Piloto,2025-07-12,18-23h,Furto,Céu limpo,Não,24,1,96,7
Samambaia,2025-06-29,18-23h,Roubo,Céu limpo,Não,9,3,75,6
Planaltina,2025-07-06,06-12h,Roubo,Chuva,Sim,24,14,83,1
Asa Norte,2025-07-04,06-12h,Roubo,Chuva,Não,30,3,41,2
Arniqueira,2025-07-13,06-12h,Furto,Nublado,Não,27,12,49,5
Riacho Fundo II,2025-07-09,00-06h,Roubo,Céu limpo,Não,5,3,56,3
Gama,2025-07-19,12-18h,Furto,Chuva,Sim,7,10,95,1
Águas Claras,2025-07-07,18-23h,Todos,Céu limpo,Não,25,8,72,0
Riacho Fundo II,2025-07-21,06-12h,Todos,Chuva,Não,29,7,10,6
Riacho Fundo II,2025-07-21,12-18h,Roubo,Chuva,Sim,21,8,44,0
Sudoeste/Octogonal,2025-07-09,12-18h,Furto,Chuva,Sim,30,13,68,5
Sol Nascente/Pôr do Sol,2025-06-30,12-18h,Vandalismo,Nublado,Sim,2,9,95,0
Taguatinga,2025-06-30,18-23h,Todos,Céu limpo,Sim,11,5,100,5
Fercal,2025-07-12,18-23h,Vandalismo,Céu limpo,Não,12,6,6,9
Santa Maria,2025-07-17,18-23h,Roubo,Nublado,Sim,25,4,69,4
Itapoã,2025-06-26,12-18h,Roubo,Nublado,Sim,2,14,55,3
Lago Norte,2025-06-25,18-23h,Furto,Chuva,Não,19,2,71,1
Cruzeiro,2025-06-24,00-06h,Furto,Céu limpo,Sim,12,6,13,2
Varjão,2025-06-27,06-12h,Roubo,Céu limpo,Sim,18,4,39,5
Arniqueira,2025-06-22,00-06h,Furto,Chuva,Sim,14,7,16,10
Gama,2025-07-18,00-06h,Vandalismo,Chuva,Sim,25,2,3,5
Candangolândia,2025-07-07,00-06h,Roubo,Céu limpo,Sim,0,3,9,5
Varjão,2025-07-17,12-18h,Furto,Céu limpo,Não,20,14,14,6
Samambaia,2025-07-17,12-18h,Furto,Nublado,Sim,9,13,71,1
Planaltina,2025-06-27,00-06h,Roubo,Nublado,Sim,28,3,70,4
Fercal,2025-07-04,18-23h,Todos,Chuva,Sim,10,5,26,10
Recanto das Emas,2025-06-30,18-23h,Furto,Céu limpo,Sim,8,15,41,9
Samambaia,2025-07-16,06-12h,Furto,Chuva,Sim,5,8,73,4
Jardim Botânico,2025-06-30,00-06h,Vandalismo,Chuva,Não,13,13,98,6
Planaltina,2025-07-18,12-18h,Furto,Céu limpo,Não,14,7,89,8
Candangolândia,2025-06-30,18-23h,Vandalismo,Nublado,Não,20,5,74,8
Recanto das Emas,2025-07-16,12-18h,Furto,Nublado,Sim,6,2,11,3
Riacho Fundo,2025-07-11,12-18h,Furto,Nublado,Sim,23,2,98,5
Samambaia,2025-06-26,12-18h,Furto,Céu limpo,Não,7,5,33,8
Varjão,2025-07-11,18-23h,Roubo,Chuva,Sim,4,13,82,5
Varjão,2025-07-12,12-18h,Furto,Chuva,Não,13,8,44,9
SCIA/Estrutural,2025-06-29,00-06h,Vandalismo,Chuva,Não,20,15,27,2
Candangolândia,2025-07-20,18-23h,Vandalismo,Céu limpo,Não,3,12,88,1
Arniqueira,2025-07-20,06-12h,Vandalismo,Chuva,Não,12,12,25,5
Lago Sul,2025-06-26,12-18h,Todos,Chuva,Sim,8,5,48,10
Guará,2025-07-19,06-12h,Todos,Nublado,Não,16,15,84,4
Sol Nascente/Pôr do Sol,2025-07-04,18-23h,Furto,Céu limpo,Não,2,12,36,1
Planaltina,2025-06-21,12-18h,Furto,Chuva,Não,25,4,93,3
Guará,2025-07-17,12-18h,Todos,Céu limpo,Sim,6,3,79,10
SCIA/Estrutural,2025-07-05,12-18h,Todos,Chuva,Sim,6,8,98,1
Itapoã,2025-06-25,00-06h,Vandalismo,Chuva,Sim,22,2,35,10
Lago Sul,2025-07-07,12-18h,Todos,Céu limpo,Sim,5,1,41,7
Taguatinga,2025-07-19,06-12h,Vandalismo,Céu limpo,Não,12,15,30,1
Candangolândia,2025-06-23,18-23h,Roubo,Chuva,Não,7,2,12,1
Vicente Pires,2025-07-09,00-06h,Todos,Nublado,Não,5,11,87,10
Park Way,2025-07-09,00-06h,Roubo,Céu limpo,Sim,0,9,33,9
Sudoeste/Octogonal,2025-07-15,18-23h,Vandalismo,Nublado,Não,11,14,96,7
Planaltina,2025-07-15,00-06h,Furto,Chuva,Não,6,2,16,6
Asa Norte,2025-07-16,18-23h,Todos,Chuva,Não,13,10,19,5
Gama,2025-07-14,12-18h,Roubo,Céu limpo,Não,8,14,42,10
Jardim Botânico,2025-06-24,18-23h,Vandalismo,Nublado,Não,19,6,4,1
Águas Claras,2025-06-22,00-06h,Vandalismo,Céu limpo,Sim,25,6,74,6
Park Way,2025-06-22,00-06h,Vandalismo,Nublado,Sim,23,9,54,4
Plano Piloto,2025-07-13,06-12h,Roubo,Chuva,Sim,11,0,62,4
SCIA/Estrutural,2025-07-06,06-12h,Todos,Nublado,Sim,19,12,30,4
Santa Maria,2025-07-21,00-06h,Vandalismo,Céu limpo,Sim,30,7,47,1
SCIA/Estrutural,2025-07-06,06-12h,Todos,Céu limpo,Não,21,4,0,9
Gama,2025-06-25,12-18h,Todos,Nublado,Sim,15,1,25,3
Varjão,2025-06-21,06-12h,Roubo,Chuva,Sim,21,2,56,0
Asa Norte,2025-07-17,18-23h,Roubo,Nublado,Sim,29,3,60,1
Asa Sul,2025-07-20,12-18h,Roubo,Chuva,Sim,27,8,88,0
Vicente Pires,2025-07-16,00-06h,Vandalismo,Chuva,Sim,3,0,1,3
Plano Piloto,2025-06-29,06-12h,Roubo,Chuva,Não,13,8,5,1
Sobradinho II,2025-06-24,12-18h,Roubo,Chuva,Sim,4,5,9,0
SIA,2025-06-21,12-18h,Roubo,Chuva,Sim,28,15,33,8
Lago Norte,2025-07-21,12-18h,Vandalismo,Chuva,Sim,2,7,22,6
SIA,2025-06-26,06-12h,Vandalismo,Céu limpo,Sim,9,7,100,9
Taguatinga,2025-07-21,00-06h,Vandalismo,Nublado,Sim,8,6,82,2
Park Way,2025-07-14,06-12h,Todos,Nublado,Sim,15,14,59,6
Fercal,2025-07-11,00-06h,Roubo,Céu limpo,Não,15,12,85,8
Sobradinho,2025-07-06,00-06h,Vandalismo,Chuva,Sim,4,15,23,7
Núcleo Bandeirante,2025-07-11,18-23h,Furto,Chuva,Sim,7,10,99,9
Águas Claras,2025-06-30,12-18h,Roubo,Nublado,Sim,26,3,53,10
Varjão,2025-07-02,06-12h,Furto,Chuva,Não,11,6,3,5
SIA,2025-07-19,12-18h,Roubo,Nublado,Não,10,2,39,9
Vicente Pires,2025-07-07,18-23h,Todos,Céu limpo,Não,30,3,62,3
Sobradinho,2025-07-04,00-06h,Todos,Nublado,Sim,7,13,29,4
Plano Piloto,2025-06-25,06-12h,Todos,Chuva,Sim,15,15,56,2
Plano Piloto,2025-07-16,12-18h,Furto,Nublado,Sim,7,8,70,8
Varjão,2025-07-13,00-06h,Furto,Chuva,Sim,10,13,21,2
Varjão,2025-07-21,00-06h,Roubo,Chuva,Não,2,1,23,6
Gama,2025-07-02,06-12h,Vandalismo,Chuva,Não,21,9,62,9
Lago Sul,2025-07-10,06-12h,Vandalismo,Nublado,Não,0,13,24,7
Lago Norte,2025-07-01,18-23h,Roubo,Céu limpo,Sim,9,7,29,10
Itapoã,2025-06-26,18-23h,Roubo,Chuva,Não,22,1,98,9
Cruzeiro,2025-06-22,12-18h,Vandalismo,Chuva,Sim,9,10,50,7
SCIA/Estrutural,2025-07-09,12-18h,Todos,Chuva,Sim,8,2,80,9
Riacho Fundo,2025-07-10,00-06h,Roubo,Nublado,Não,7,15,96,9
Brazlândia,2025-07-09,12-18h,Furto,Nublado,Não,1,1,17,5
Planaltina,2025-06-28,18-23h,Vandalismo,Chuva,Não,15,5,82,5
Jardim Botânico,2025-06-26,00-06h,Todos,Céu limpo,Não,25,10,38,3
Candangolândia,2025-06-22,12-18h,Vandalismo,Chuva,Não,15,3,32,0
Samambaia,2025-07-05,00-06h,Furto,Chuva,Não,14,0,94,1
Samambaia,2025-06-25,12-18h,Furto,Chuva,Sim,22,6,28,3
Plano Piloto,2025-06-21,06-12h,Roubo,Nublado,Não,10,5,27,4
Itapoã,2025-06-22,18-23h,Todos,Céu limpo,Sim,9,7,100,0
Asa Sul,2025-07-21,06-12h,Todos,Chuva,Não,28,4,52,3
Plano Piloto,2025-07-09,18-23h,Furto,Chuva,Não,12,2,15,2
Ceilândia,2025-07-20,06-12h,Vandalismo,Chuva,Não,10,6,22,3
Lago Norte,2025-07-20,06-12h,Roubo,Céu limpo,Sim,7,15,99,5
Vicente Pires,2025-07-21,12-18h,Todos,Nublado,Não,27,9,56,10
Asa Norte,2025-07-06,18-23h,Vandalismo,Nublado,Não,21,0,74,1
Fercal,2025-07-21,18-23h,Roubo,Chuva,Sim,1,14,84,10
Recanto das Emas,2025-07-01,12-18h,Furto,Chuva,Não,29,12,16,8
Cruzeiro,2025-07-13,00-06h,Furto,Céu limpo,Sim,19,9,72,6
Riacho Fundo II,2025-07-16,06-12h,Todos,Chuva,Sim,5,9,11,10
Lago Sul,2025-06-21,12-18h,Furto,Chuva,Não,19,11,99,1
Samambaia,2025-07-08,00-06h,Furto,Chuva,Não,11,7,9,1
São Sebastião,2025-07-07,06-12h,Todos,Chuva,Sim,24,6,18,10
Samambaia,2025-07-14,18-23h,Vandalismo,Nublado,Sim,25,13,92,2
Sudoeste/Octogonal,2025-07-16,06-12h,Vandalismo,Nublado,Sim,5,2,1,3
Lago Sul,2025-07-05,18-23h,Todos,Céu limpo,Não,1,0,67,8
Núcleo Bandeirante,2025-06-25,00-06h,Furto,Nublado,Não,7,7,16,2
Arniqueira,2025-07-07,18-23h,Roubo,Chuva,Sim,16,8,63,8
SCIA/Estrutural,2025-06-27,00-06h,Roubo,Céu limpo,Não,29,4,6,6
Planaltina,2025-06-22,00-06h,Furto,Nublado,Sim,14,6,92,0
Riacho Fundo,2025-06-30,12-18h,Roubo,Chuva,Não,7,0,43,8
SCIA/Estrutural,2025-07-05,00-06h,Roubo,Chuva,Não,3,10,46,7
Park Way,2025-07-20,00-06h,Vandalismo,Chuva,Sim,4,1,94,6
Asa Norte,2025-06-26,06-12h,Todos,Chuva,Sim,27,13,64,2
SIA,2025-07-20,06-12h,Vandalismo,Céu limpo,Sim,3,3,95,6
SCIA/Estrutural,2025-06-28,00-06h,Vandalismo,Nublado,Não,0,1,87,6
Santa Maria,2025-07-18,00-06h,Roubo,Chuva,Sim,18,12,66,6
São Sebastião,2025-07-21,06-12h,Todos,Nublado,Não,10,7,15,10
Núcleo Bandeirante,2025-07-07,12-18h,Vandalismo,Céu limpo,Sim,11,0,84,3
Ceilândia,2025-07-19,00-06h,Roubo,Chuva,Sim,25,11,28,10
Lago Sul,2025-07-07,00-06h,Vandalismo,Nublado,Não,5,6,95,0
SIA,2025-07-10,06-12h,Furto,Chuva,Não,17,7,11,0
Plano Piloto,2025-07-07,06-12h,Furto,Nublado,Não,19,1,25,5
Jardim Botânico,2025-07-04,18-23h,Vandalismo,Céu limpo,Sim,28,5,56,9
Lago Sul,2025-06-26,00-06h,Vandalismo,Chuva,Não,20,8,64,7
Riacho Fundo,2025-07-12,06-12h,Todos,Nublado,Sim,18,10,99,3
Recanto das Emas,2025-06-22,12-18h,Furto,Chuva,Sim,19,2,66,0
São Sebastião,2025-07-16,06-12h,Todos,Chuva,Não,25,11,66,0
Sobradinho,2025-07-10,00-06h,Todos,Chuva,Não,10,2,58,9
Park Way,2025-07-14,12-18h,Vandalismo,Céu limpo,Sim,18,15,14,7
Park Way,2025-07-10,06-12h,Todos,Chuva,Sim,9,12,25,7
Núcleo Bandeirante,2025-07-08,18-23h,Roubo,Céu limpo,Não,26,1,71,1
Park Way,2025-06-23,12-18h,Vandalismo,Nublado,Sim,1,14,53,3
Plano Piloto,2025-06-30,00-06h,Roubo,Céu limpo,Sim,16,13,62,7
São Sebastião,2025-07-19,18-23h,Vandalismo,Céu limpo,Sim,11,8,32,1
Gama,2025-07-10,06-12h,Vandalismo,Nublado,Sim,26,2,9,0
Planaltina,2025-07-13,12-18h,Furto,Céu limpo,Sim,10,10,44,6
Sudoeste/Octogonal,2025-07-20,06-12h,Roubo,Nublado,Sim,8,15,67,8
Guará,2025-06-25,06-12h,Roubo,Nublado,Sim,2,7,99,10
Riacho Fundo II,2025-07-12,00-06h,Todos,Nublado,Não,19,14,91,8
Sudoeste/Octogonal,2025-07-10,06-12h,Vandalismo,Céu limpo,Não,23,5,54,2
Cruzeiro,2025-06-25,12-18h,Furto,Chuva,Sim,4,11,77,8
Vicente Pires,2025-07-02,18-23h,Todos,Chuva,Sim,9,2,11,9
Sobradinho II,2025-07-14,00-06h,Vandalismo,Céu limpo,Sim,18,8,35,0
Riacho Fundo II,2025-06-26,00-06h,Vandalismo,Céu limpo,Sim,25,14,43,2
Cruzeiro,2025-06-23,00-06h,Todos,Chuva,Sim,3,7,97,7
Sol Nascente/Pôr do Sol,2025-07-16,12-18h,Furto,Nublado,Sim,18,8,0,1
Vicente Pires,2025-07-12,00-06h,Todos,Chuva,Sim,23,5,69,3
SCIA/Estrutural,2025-06-30,06-12h,Todos,Chuva,Sim,9,11,70,10
Sobradinho II,2025-06-23,12-18h,Vandalismo,Chuva,Não,3,4,28,4
Arniqueira,2025-06-22,00-06h,Todos,Nublado,Não,22,3,76,1
Varjão,2025-06-25,00-06h,Roubo,Nublado,Não,15,4,60,3
Sudoeste/Octogonal,2025-06-25,18-23h,Vandalismo,Chuva,Não,9,13,43,3
São Sebastião,2025-06-22,12-18h,Roubo,Chuva,Sim,21,14,97,3
São Sebastião,2025-07-21,18-23h,Roubo,Chuva,Não,22,4,36,3
SCIA/Estrutural,2025-07-20,00-06h,Furto,Nublado,Não,25,10,80,2
Taguatinga,2025-07-09,12-18h,Todos,Nublado,Sim,27,9,98,5
Planaltina,2025-06-24,18-23h,Vandalismo,Céu limpo,Sim,8,7,53,0
Varjão,2025-07-15,12-18h,Vandalismo,Nublado,Sim,11,14,54,6
Sol Nascente/Pôr do Sol,2025-07-04,18-23h,Furto,Nublado,Sim,10,12,11,10
Jardim Botânico,2025-07-18,18-23h,Vandalismo,Céu limpo,Sim,5,9,12,0
Brazlândia,2025-06-22,00-06h,Roubo,Chuva,Sim,7,14,99,3
Vicente Pires,2025-06-28,00-06h,Todos,Chuva,Não,19,1,4,3
Park Way,2025-07-19,18-23h,Roubo,Chuva,Sim,2,7,71,4
Taguatinga,2025-06-30,18-23h,Todos,Nublado,Não,3,0,72,2
Santa Maria,2025-06-22,06-12h,Furto,Céu limpo,Não,12,2,76,8
Fercal,2025-06-24,06-12h,Vandalismo,Céu limpo,Não,9,13,9,1
SCIA/Estrutural,2025-07-04,00-06h,Furto,Céu limpo,Sim,29,10,65,5
Lago Norte,2025-07-16,18-23h,Roubo,Céu limpo,Não,30,1,30,0
São Sebastião,2025-06-24,12-18h,Todos,Céu limpo,Não,6,8,76,1
Riacho Fundo,2025-07-12,18-23h,Roubo,Nublado,Sim,5,7,15,2
Jardim Botânico,2025-07-19,00-06h,Vandalismo,Chuva,Não,13,6,80,2
Planaltina,2025-07-15,18-23h,Vandalismo,Céu limpo,Não,26,9,76,2
Águas Claras,2025-07-05,00-06h,Roubo,Céu limpo,Não,12,14,96,9
Itapoã,2025-06-21,18-23h,Todos,Chuva,Sim,30,5,75,3
Cruzeiro,2025-07-17,18-23h,Roubo,Céu limpo,Sim,20,5,10,2
Riacho Fundo II,2025-06-27,18-23h,Roubo,Céu limpo,Sim,18,5,62,9
Recanto das Emas,2025-07-12,06-12h,Vandalismo,Nublado,Não,21,2,24,3
Sol Nascente/Pôr do Sol,2025-07-19,12-18h,Todos,Nublado,Sim,23,15,82,5
Lago Sul,2025-06-26,18-23h,Vandalismo,Nublado,Sim,29,1,54,4
SCIA/Estrutural,2025-07-09,18-23h,Roubo,Céu limpo,Sim,24,13,84,8
Lago Norte,2025-07-16,06-12h,Todos,Chuva,Sim,15,15,52,6
SIA,2025-06-29,00-06h,Todos,Nublado,Sim,30,13,33,3
Planaltina,2025-06-21,00-06h,Vandalismo,Nublado,Sim,3,4,10,5
São Sebastião,2025-07-16,00-06h,Todos,Céu limpo,Sim,13,14,27,6
Varjão,2025-06-24,12-18h,Vandalismo,Céu limpo,Sim,16,12,34,10
Brazlândia,2025-07-20,00-06h,Roubo,Nublado,Sim,17,12,65,8
Arniqueira,2025-06-30,00-06h,Vandalismo,Chuva,Sim,14,4,16,7
Samambaia,2025-06-23,06-12h,Todos,Céu limpo,Sim,4,1,34,8
Sudoeste/Octogonal,2025-07-05,00-06h,Vandalismo,Céu limpo,Não,20,5,85,4
Santa Maria,2025-07-17,12-18h,Todos,Chuva,Não,11,3,22,9
Riacho Fundo,2025-07-04,12-18h,Todos,Chuva,Sim,15,3,96,0
Plano Piloto,2025-07-03,18-23h,Todos,Chuva,Sim,20,10,95,8
Sudoeste/Octogonal,2025-06-28,00-06h,Roubo,Nublado,Não,14,15,40,4
Candangolândia,2025-06-24,00-06h,Roubo,Céu limpo,Não,26,1,72,10
Varjão,2025-07-05,06-12h,Furto,Céu limpo,Sim,2,6,87,0
Sudoeste/Octogonal,2025-07-18,18-23h,Roubo,Chuva,Não,3,7,5,0
Santa Maria,2025-07-16,06-12h,Todos,Chuva,Não,27,7,77,1
Plano Piloto,2025-06-27,12-18h,Vandalismo,Céu limpo,Sim,21,5,48,9
Núcleo Bandeirante,2025-06-23,00-06h,Vandalismo,Nublado,Não,4,1,66,2
Jardim Botânico,2025-07-05,12-18h,Roubo,Céu limpo,Não,13,8,8,5
Asa Norte,2025-07-09,00-06h,Todos,Nublado,Não,15,13,9,2
Planaltina,2025-07-08,18-23h,Vandalismo,Nublado,Não,3,7,58,2
Riacho Fundo,2025-06-26,12-18h,Roubo,Céu limpo,Não,0,13,100,2
Núcleo Bandeirante,2025-07-03,18-23h,Vandalismo,Chuva,Sim,2,7,89,0
Itapoã,2025-07-20,12-18h,Todos,Céu limpo,Sim,9,5,59,10
Brazlândia,2025-06-29,06-12h,Vandalismo,Nublado,Sim,25,6,80,2
Sobradinho,2025-07-12,06-12h,Vandalismo,Chuva,Não,16,1,1,6
Sobradinho II,2025-07-05,12-18h,Roubo,Nublado,Não,3,14,50,9
Asa Norte,2025-07-06,00-06h,Todos,Céu limpo,Sim,23,0,93,0
Recanto das Emas,2025-06-21,00-06h,Todos,Chuva,Não,27,12,7,8
Núcleo Bandeirante,2025-07-21,06-12h,Todos,Nublado,Não,29,11,36,2
Riacho Fundo,2025-07-16,12-18h,Furto,Chuva,Sim,2,15,4,8
Riacho Fundo,2025-07-16,06-12h,Todos,Céu limpo,Não,1,7,99,8
Arniqueira,2025-06-26,00-06h,Vandalismo,Nublado,Sim,7,12,33,5
Asa Norte,2025-07-12,18-23h,Todos,Chuva,Não,18,5,25,4
Candangolândia,2025-07-02,18-23h,Todos,Céu limpo,Sim,8,13,86,3
Varjão,2025-07-19,00-06h,Vandalismo,Nublado,Sim,29,9,24,10
Arniqueira,2025-07-02,06-12h,Furto,Nublado,Não,28,14,1,9
SCIA/Estrutural,2025-07-20,12-18h,Furto,Nublado,Não,17,4,5,7
Cruzeiro,2025-07-16,18-23h,Todos,Céu limpo,Não,5,15,89,10
Ceilândia,2025-06-25,06-12h,Furto,Chuva,Sim,3,0,64,3
Planaltina,2025-07-16,06-12h,Todos,Nublado,Sim,27,14,86,10
Fercal,2025-06-24,06-12h,Roubo,Chuva,Sim,11,2,11,10
Asa Sul,2025-06-29,12-18h,Todos,Chuva,Não,28,3,73,9
Asa Sul,2025-07-07,12-18h,Roubo,Céu limpo,Não,14,7,93,9
Riacho Fundo,2025-06-25,00-06h,Furto,Céu limpo,Sim,4,7,95,1
Planaltina,2025-06-25,18-23h,Todos,Chuva,Não,3,1,34,3
Águas Claras,2025-07-13,12-18h,Todos,Chuva,Sim,25,13,55,4
Recanto das Emas,2025-06-26,06-12h,Vandalismo,Nublado,Sim,1,4,13,8
Samambaia,2025-07-05,12-18h,Vandalismo,Chuva,Não,12,13,86,8
Asa Norte,2025-07-13,06-12h,Furto,Chuva,Sim,16,4,50,9
Lago Sul,2025-07-01,00-06h,Roubo,Chuva,Sim,26,8,58,1
Sol Nascente/Pôr do Sol,2025-07-06,12-18h,Roubo,Céu limpo,Sim,30,7,9,4
Águas Claras,2025-07-03,18-23h,Furto,Nublado,Sim,26,3,51,5
